LAB_ID,CTDEEP LabID,STA_SEQ,Station_Name,YLat,XLong,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,SampleMo,SampleYr,TaxonNameCurrent,VisitNum
6448.2-12,12-B-050,15151,Little River,41.912,-71.9163,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,16,9/25/2012,9,2012,Teloganopsis deficiens,6448.2-12_9_25_2012_1_First
6448.2-20,12-B-057,17530,Haleys Brook,41.38712,-71.97682,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,10,10/1/2012,10,2012,Teloganopsis deficiens,6448.2-20_10_1_2012_1_First
6448.2-2,12-B-043,16316,Jim Brook,41.8377,-72.8817,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,34,9/24/2012,9,2012,Teloganopsis deficiens,6448.2-2_9_24_2012_1_First
6448.2-21,12-B-058,14706,Whitford Brook,41.3928,-71.9604,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,19,10/1/2012,10,2012,Teloganopsis deficiens,6448.2-21_10_1_2012_1_First
6448.2-17,12-B-055,16930,Oil Mill Brook,41.375558,-72.190655,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,62,10/1/2012,10,2012,Teloganopsis deficiens,6448.2-17_10_1_2012_1_First
6448.2-16,12-B-054,16295,Latimer Brook,41.3695,-72.2002,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,5,10/1/2012,10,2012,Teloganopsis deficiens,6448.2-16_10_1_2012_1_First
6448.4-1,12-B-090,16846,MILL CREEK,41.4644,-72.5092,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,15,10/9/2012,10,2012,Teloganopsis deficiens,6448.4-1_10_9_2012_1_First
6448.3-9,12-B-072,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,1,10/3/2012,10,2012,Teloganopsis deficiens,6448.3-9_10_3_2012_1_First
6448.4-10,12-B-095,14137,Blackledge River,41.6084,-72.4263,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,12,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-10_10_10_2012_1_First
6448.3-7,12-B-071,14461,Sandy Brook (Still River),41.9685,-73.0331,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,2,10/3/2012,10,2012,Teloganopsis deficiens,6448.3-7_10_3_2012_1_First
6448.4-16,12-B-100,14842,Indian Meadow Brook,41.9305,-73.079,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,7,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-16_10_10_2012_1_First
6448.4-15,12-B-099,16114,Rugg Brook,41.9328,-73.1214,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,7,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-15_10_10_2012_1_First
6448.4-12,12-B-097,16313,Mad River,41.9477,-73.1444,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,4,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-12_10_10_2012_1_First
6448.4-11,12-B-096,14281,Lyman Brook,41.6077,-72.4263,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,17,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-11_10_10_2012_1_First
6448.4-13,12-B-098,16312,Mad River,41.9458,-73.1286,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,5,10/10/2012,10,2012,Teloganopsis deficiens,6448.4-13_10_10_2012_1_First
6448.3-19,12-B-081,15825,West Branch Farmington River,41.9168,-72.989,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,1,10/3/2012,10,2012,Teloganopsis deficiens,6448.3-19_10_3_2012_1_First
6448.3-14,12-B-077,16373,East Mountain Brook,41.8772,-72.9778,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,7,10/3/2012,10,2012,Teloganopsis deficiens,6448.3-14_10_3_2012_1_First
6448.3-13,12-B-076,15678,Sandy Brook,42.0109,-73.0888,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,3,10/3/2012,10,2012,Teloganopsis deficiens,6448.3-13_10_3_2012_1_First
6448.3-28,12-B-088,15315,Burnham Brook,41.4603,-72.3343,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,8,10/5/2012,10,2012,Teloganopsis deficiens,6448.3-28_10_5_2012_1_First
6448.3-3,12-B-067,14450,Shepaug River,41.5489,-73.3308,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,1,10/2/2012,10,2012,Teloganopsis deficiens,6448.3-3_10_2_2012_1_First
6448.5-10,12-B-123,15046,Charters Brook,41.9062,-72.4035,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,2,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-10_10_15_2012_1_First
6448.5-11,12-B-124,14470,Tankerhoosen River,41.8272,-72.464,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,2,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-11_10_15_2012_1_First
6448.5-1,12-B-114,14584,Roaring Brook,41.904,-72.2891,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,2,10/12/2012,10,2012,Teloganopsis deficiens,6448.5-1_10_12_2012_1_First
6448.5-16,12-B-129,14174,East Branch Eightmile River,41.4309,-72.3375,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,25,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-16_10_15_2012_1_First
6448.5-17,12-B-130,15312,Beaver Brook,41.409952,-72.329059,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,4,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-17_10_15_2012_1_First
6448.5-12,12-B-125,16410,Roaring Brook No 2,41.4244,-72.4084,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,30,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-12_10_15_2012_1_First
6448.5-15,12-B-128,14187,Eightmile River,41.4312,-72.3376,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,28,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-15_10_15_2012_1_First
6448.5-13,12-B-126,15020,Eightmile River,41.43,-72.3392,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,20,10/15/2012,10,2012,Teloganopsis deficiens,6448.5-13_10_15_2012_1_First
6448.4-23,12-B-107,15768,Mallory Brook,41.9113,-73.0263,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,20,10/11/2012,10,2012,Teloganopsis deficiens,6448.4-23_10_11_2012_1_First
6448.4-22,12-B-106,15570,Ratlum Brook,41.8723,-72.9561,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,6,10/11/2012,10,2012,Teloganopsis deficiens,6448.4-22_10_11_2012_1_First
6448.4-20,12-B-104,16139,Brown Brook,41.9267,-73.2799,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,39,10/11/2012,10,2012,Teloganopsis deficiens,6448.4-20_10_11_2012_1_First
6448.4-27,12-B-111,15179,Eightmile River,41.4671,-72.3372,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,18,10/12/2012,10,2012,Teloganopsis deficiens,6448.4-27_10_12_2012_1_First
6448.4-3,12-B-092,14377,Pattaconk Brook,41.3991,-72.4651,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,26,10/9/2012,10,2012,Teloganopsis deficiens,6448.4-3_10_9_2012_1_First
6448.4-29,12-B-112,14866,Stickney Hill Brook,41.9833,-72.2179,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,6,10/12/2012,10,2012,Teloganopsis deficiens,6448.4-29_10_12_2012_1_First
6448.4-24,12-B-108,16089,Morgan Brook,41.9086,-73.0007,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,7,10/11/2012,10,2012,Teloganopsis deficiens,6448.4-24_10_11_2012_1_First
6448.4-25,12-B-109,16385,Beaver Brook,41.932,-72.9754,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,4,10/11/2012,10,2012,Teloganopsis deficiens,6448.4-25_10_11_2012_1_First
6448.5-23,12-B-135,16080,West Branch Salmon Brook,41.9745,-72.896,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,1,10/16/2012,10,2012,Teloganopsis deficiens,6448.5-23_10_16_2012_1_First
6448.5-20,12-B-133,14997,East Branch Salmon Brook,42.0135,-72.8435,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,7,10/16/2012,10,2012,Teloganopsis deficiens,6448.5-20_10_16_2012_1_First
6448.5-25,12-B-137,14484,West Branch Salmon Brook,41.9372,-72.8215,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,4,10/16/2012,10,2012,Teloganopsis deficiens,6448.5-25_10_16_2012_1_First
6448.5-24,12-B-136,15499,West Branch Salmon Brook,41.94096,-72.834302,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,3,10/16/2012,10,2012,Teloganopsis deficiens,6448.5-24_10_16_2012_1_First
6448.6-33,12-B-164,15313,Harris Brook,41.4733,-72.2851,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,1,10/25/2012,10,2012,Teloganopsis deficiens,6448.6-33_10_25_2012_1_First
6448.6-29,12-B-162,14602,Merrick Brook,41.661,-72.1101,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,19,10/23/2012,10,2012,Teloganopsis deficiens,6448.6-29_10_23_2012_1_First
6448.6-8,12-B-149,16082,"Bunnell Brook (""Burlington Brook"")",41.7833,-72.9247,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,42,10/18/2012,10,2012,Teloganopsis deficiens,6448.6-8_10_18_2012_1_First
6448.6-9,12-B-150,16110,Mott Hill Brook,41.6615,-72.5365,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,2,10/18/2012,10,2012,Teloganopsis deficiens,6448.6-9_10_18_2012_1_First
6448.6-6,12-B-147,16370,Bunnell Brook,41.7807,-72.963,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,5,10/18/2012,10,2012,Teloganopsis deficiens,6448.6-6_10_18_2012_1_First
6448.6-16,12-B-153,15994,Eightmile Brook,41.3842,-73.1642,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,10,10/22/2012,10,2012,Teloganopsis deficiens,6448.6-16_10_22_2012_1_First
6448.6-26,12-B-161,14278,Little River,41.6158,-72.0416,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,3,10/23/2012,10,2012,Teloganopsis deficiens,6448.6-26_10_23_2012_1_First
6448.6-22,12-B-157,15319,Nod Brook,41.8158,-72.8294,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,3,10/22/2012,10,2012,Teloganopsis deficiens,6448.6-22_10_22_2012_1_First
6448.6-24,12-B-159,14601,Broad Brook,41.5632,-71.9834,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,42,10/23/2012,10,2012,Teloganopsis deficiens,6448.6-24_10_23_2012_1_First
14496,13-B-121,16138,Wepawaug River,41.3297,-73.0296,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/15/2013,10,2013,Teloganopsis deficiens,14496_10_15_2013_1_First
14498,13-B-104,16139,Brown Brook,41.9267,-73.2799,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/8/2013,10,2013,Teloganopsis deficiens,14498_10_8_2013_1_First
14506,13-B-114,16144,Aspetuck River,41.3076,-73.332,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,8,10/9/2013,10,2013,Teloganopsis deficiens,14506_10_9_2013_1_First
14476,13-B-026,16119,Day Pond Brook,41.5623,-72.4338,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,9/19/2013,9,2013,Teloganopsis deficiens,14476_9_19_2013_1_First
14545,13-B-074,16930,Oil Mill Brook,41.375558,-72.190655,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,60,10/2/2013,10,2013,Teloganopsis deficiens,14545_10_2_2013_1_First
14547,13-B-058,17201,Willys Meadow Brook,41.3811,-72.1878,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,10/1/2013,10,2013,Teloganopsis deficiens,14547_10_1_2013_1_First
14560,13-B-126,18468,Joe Clark Brook,41.484687,-72.0413,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,13,10/16/2013,10,2013,Teloganopsis deficiens,14560_10_16_2013_1_First
14564,13-B-072,18496,Mill River,41.30213,-73.27415,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/2/2013,10,2013,Teloganopsis deficiens,14564_10_2_2013_1_First
14521,13-B-075,16295,Latimer Brook,41.3695,-72.2002,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,10,10/2/2013,10,2013,Teloganopsis deficiens,14521_10_2_2013_1_First
14519,13-B-128,16276,Latimer Brook,41.4375,-72.2253,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/16/2013,10,2013,Teloganopsis deficiens,14519_10_16_2013_1_First
14523,13-B-127,16296,fourmile river,41.3208,-72.2575,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,10/16/2013,10,2013,Teloganopsis deficiens,14523_10_16_2013_1_First
14515,13-B-106,16260,Aspetuck River,41.2589,-73.3247,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,10/9/2013,10,2013,Teloganopsis deficiens,14515_10_9_2013_1_First
14517,13-B-107,16261,Aspetuck River,41.2771,-73.3275,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,10/9/2013,10,2013,Teloganopsis deficiens,14517_10_9_2013_1_First
14537,13-B-029,16528,BRANCH BROOK,41.395779,-72.72126,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/20/2013,9,2013,Teloganopsis deficiens,14537_9_20_2013_1_First
14539,13-B-044,16583,COMSTOCK BROOK,41.2125,-73.4622,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/25/2013,9,2013,Teloganopsis deficiens,14539_9_25_2013_1_First
14529,13-B-118,16370,Bunnell Brook,41.7807,-72.963,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,7,10/15/2013,10,2013,Teloganopsis deficiens,14529_10_15_2013_1_First
14334,13-B-024,14441,Salmon River,41.5742,-72.4294,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/19/2013,9,2013,Teloganopsis deficiens,14334_9_19_2013_1_First
14314,13-B-093,14363,Norwalk River,41.3101,-73.4691,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,35,10/7/2013,10,2013,Teloganopsis deficiens,14314_10_7_2013_1_First
14324,13-B-054,14379,Pawcatuck River,41.3978,-71.8422,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/30/2013,9,2013,Teloganopsis deficiens,14324_9_30_2013_1_First
14350,13-B-078,14470,Tankerhoosen River,41.8272,-72.464,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,8,10/3/2013,10,2013,Teloganopsis deficiens,14350_10_3_2013_1_First
14338,13-B-115,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/15/2013,10,2013,Teloganopsis deficiens,14338_10_15_2013_1_First
14282,13-B-142,14290,Menunketesuck River,41.3565,-72.5405,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,53,10/21/2013,10,2013,Teloganopsis deficiens,14282_10_21_2013_1_First
14416,13-B-117,15240,Hubbard Brook,42.0356,-72.9384,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/15/2013,10,2013,Teloganopsis deficiens,14416_10_15_2013_1_First
14446,13-B-133,15901,Pond Meadow Brook,41.3777,-72.5946,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,19,10/16/2013,10,2013,Teloganopsis deficiens,14446_10_16_2013_1_First
14456,13-B-131,16044,Chatfield Hollow Brook,41.3742,-72.593,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/16/2013,10,2013,Teloganopsis deficiens,14456_10_16_2013_1_First
14436,13-B-116,15499,West Branch Salmon Brook,41.94096,-72.834302,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/15/2013,10,2013,Teloganopsis deficiens,14436_10_15_2013_1_First
14373,13-B-063,14719,Wyassup Brook,41.4566,-71.8172,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,19,10/1/2013,10,2013,Teloganopsis deficiens,14373_10_1_2013_1_First
14375,13-B-062,14720,Green Fall River,41.4568,-71.8169,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,12,10/1/2013,10,2013,Teloganopsis deficiens,14375_10_1_2013_1_First
14379,13-B-060,14706,Whitford Brook,41.3928,-71.9604,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/1/2013,10,2013,Teloganopsis deficiens,14379_10_1_2013_1_First
14377,13-B-055,14721,Shunock River,41.4101,-71.8452,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,5,9/30/2013,9,2013,Teloganopsis deficiens,14377_9_30_2013_1_First
620.1-151,14-B-166,14277,Little River,41.6393,-72.0582,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/15/2014,10,2014,Teloganopsis deficiens,620.1-151_10_15_2014_1_First
620.1-144,14-B-159,14601,Broad Brook,41.5632,-71.9834,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,10,10/14/2014,10,2014,Teloganopsis deficiens,620.1-144_10_14_2014_1_First
620.1-146,14-B-161,14732,Poquetanuck Brook (Hewitt Brook),41.4981,-72.0365,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,41,10/15/2014,10,2014,Teloganopsis deficiens,620.1-146_10_15_2014_1_First
620.1-156,14-B-171,16679,Fry Brook,41.6831,-71.9058,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/21/2014,10,2014,Teloganopsis deficiens,620.1-156_10_21_2014_1_First
620.1-157,14-B-172,15240,Hubbard Brook,42.0356,-72.9384,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,7,10/21/2014,10,2014,Teloganopsis deficiens,620.1-157_10_21_2014_1_First
620.1-152,14-B-167,17169,Waldo Brook,41.6547,-72.0986,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,19,10/15/2014,10,2014,Teloganopsis deficiens,620.1-152_10_15_2014_1_First
620.1-155,14-B-170,14888,Ekonk Brook,41.7109,-71.8778,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/21/2014,10,2014,Teloganopsis deficiens,620.1-155_10_21_2014_1_First
620.1-154,14-B-169,14305,Muddy Brook,42.0147,-72.0017,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,6,10/20/2014,10,2014,Teloganopsis deficiens,620.1-154_10_20_2014_1_First
620.1-135,14-B-150,14588,Bungee Brook,41.8957,-72.0714,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/9/2014,10,2014,Teloganopsis deficiens,620.1-135_10_9_2014_1_First
620.1-132,14-B-145,14738,Gardner Brook,41.5433,-72.1734,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,10/9/2014,10,2014,Teloganopsis deficiens,620.1-132_10_9_2014_1_First
620.1-134,14-B-149,15003,Wappoquia Brook,41.8751,-71.9658,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,26,10/9/2014,10,2014,Teloganopsis deficiens,620.1-134_10_9_2014_1_First
620.1-133,14-B-147,14599,Mashamoquet Brook,41.8499,-71.9359,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/9/2014,10,2014,Teloganopsis deficiens,620.1-133_10_9_2014_1_First
620.1-140,14-B-155,18789,Muddy River,41.398123,-72.815119,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,10/14/2014,10,2014,Teloganopsis deficiens,620.1-140_10_14_2014_1_First
620.1-019,14-B-020,14609,Quinebaug River,41.9081,-71.9096,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,7,9/17/2014,9,2014,Teloganopsis deficiens,620.1-019_9_17_2014_1_First
620.1-018,14-B-019,14410,Quinebaug River,42.022,-71.9528,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,7,9/17/2014,9,2014,Teloganopsis deficiens,620.1-018_9_17_2014_1_First
620.1-021,14-B-022,14451,Shetucket River,41.7002,-72.1823,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/18/2014,9,2014,Teloganopsis deficiens,620.1-021_9_18_2014_1_First
620.1-020,14-B-021,15151,Little River,41.912,-71.9163,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,12,9/17/2014,9,2014,Teloganopsis deficiens,620.1-020_9_17_2014_1_First
620.1-015,14-B-016,17530,Haleys Brook,41.38712,-71.97682,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/17/2014,9,2014,Teloganopsis deficiens,620.1-015_9_17_2014_1_First
620.1-017,14-B-018,16088,Lebanon Brook,41.9945,-72.0836,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,12,9/17/2014,9,2014,Teloganopsis deficiens,620.1-017_9_17_2014_1_First
620.1-016,14-B-017,14706,Whitford Brook,41.3928,-71.9604,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,5,9/17/2014,9,2014,Teloganopsis deficiens,620.1-016_9_17_2014_1_First
620.1-025,14-B-027,15711,Little River,41.7561,-72.0473,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/18/2014,9,2014,Teloganopsis deficiens,620.1-025_9_18_2014_1_First
620.1-027,14-B-029,14197,FARMINGTON RIVER,41.7508,-72.8717,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/19/2014,9,2014,Teloganopsis deficiens,620.1-027_9_19_2014_1_First
620.1-022,14-B-024,15210,Beaver Brook,41.6841,-72.1092,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,9/18/2014,9,2014,Teloganopsis deficiens,620.1-022_9_18_2014_1_First
620.1-024,14-B-026,15892,Shetucket River,41.6175,-72.085,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,8,9/18/2014,9,2014,Teloganopsis deficiens,620.1-024_9_18_2014_1_First
620.1-023,14-B-025,14602,Merrick Brook,41.661,-72.1101,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,14,9/18/2014,9,2014,Teloganopsis deficiens,620.1-023_9_18_2014_1_First
620.1-004,14-B-004,14582,Willimantic River,41.7623,-72.2691,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/15/2014,9,2014,Teloganopsis deficiens,620.1-004_9_15_2014_1_First
620.1-007,14-B-008,14721,Shunock River,41.4101,-71.8452,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,9/16/2014,9,2014,Teloganopsis deficiens,620.1-007_9_16_2014_1_First
620.1-050,14-B-055,14461,Sandy Brook (Still River),41.9685,-73.0331,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/24/2014,9,2014,Teloganopsis deficiens,620.1-050_9_24_2014_1_First
620.1-047,14-B-052,15571,Cherry Brook,41.8365,-72.9295,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/24/2014,9,2014,Teloganopsis deficiens,620.1-047_9_24_2014_1_First
620.1-056,14-B-062,14206,French River,41.9548,-71.884,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,9/24/2014,9,2014,Teloganopsis deficiens,620.1-056_9_24_2014_1_First
620.1-036,14-B-038,15319,Nod Brook,41.8158,-72.8294,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,7,9/23/2014,9,2014,Teloganopsis deficiens,620.1-036_9_23_2014_1_First
620.1-084,14-B-091,15020,Eightmile River,41.43,-72.3392,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,10/2/2014,10,2014,Teloganopsis deficiens,620.1-084_10_2_2014_1_First
620.1-081,14-B-087,16112,Hemlock Valley Brook,41.4283,-72.4226,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/2/2014,10,2014,Teloganopsis deficiens,620.1-081_10_2_2014_1_First
620.1-083,14-B-090,14174,East Branch Eightmile River,41.4309,-72.3375,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,5,10/2/2014,10,2014,Teloganopsis deficiens,620.1-083_10_2_2014_1_First
620.1-093,14-B-100,16128,Stonehouse Brook,41.7812,-72.1509,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,10/6/2014,10,2014,Teloganopsis deficiens,620.1-093_10_6_2014_1_First
620.1-092,14-B-099,15176,Natchaug River,41.7569,-72.1523,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,10,10/6/2014,10,2014,Teloganopsis deficiens,620.1-092_10_6_2014_1_First
620.1-094,14-B-101,14314,Natchaug River,41.8008,-72.1182,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/6/2014,10,2014,Teloganopsis deficiens,620.1-094_10_6_2014_1_First
620.1-070,14-B-076,14444,Saugatuck River,41.2945,-73.3948,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,9/29/2014,9,2014,Teloganopsis deficiens,620.1-070_9_29_2014_1_First
620.1-064,14-B-070,16124,Flat Brook,41.938249,-73.321123,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,3,9/29/2014,9,2014,Teloganopsis deficiens,620.1-064_9_29_2014_1_First
620.1-065,14-B-071,16139,Brown Brook,41.9267,-73.2799,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/29/2014,9,2014,Teloganopsis deficiens,620.1-065_9_29_2014_1_First
620.1-076,14-B-082,15315,Burnham Brook,41.4603,-72.3343,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/30/2014,9,2014,Teloganopsis deficiens,620.1-076_9_30_2014_1_First
620.1-077,14-B-083,14598,Quinebaug River,41.6022,-71.9868,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/30/2014,9,2014,Teloganopsis deficiens,620.1-077_9_30_2014_1_First
620.1-079,14-B-085,16304,Quinebaug River,41.7809,-71.901,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,1,9/30/2014,9,2014,Teloganopsis deficiens,620.1-079_9_30_2014_1_First
620.1-078,14-B-084,18784,Quinebaug River,41.747064,-71.915091,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,28,9/30/2014,9,2014,Teloganopsis deficiens,620.1-078_9_30_2014_1_First
620.1-074,14-B-080,16121,Flat Brook,41.5544,-72.4523,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,4,9/30/2014,9,2014,Teloganopsis deficiens,620.1-074_9_30_2014_1_First
620.1-073,14-B-079,16119,Day Pond Brook,41.5623,-72.4338,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,9/30/2014,9,2014,Teloganopsis deficiens,620.1-073_9_30_2014_1_First
620.1-112,14-B-122,16303,Moosup River,41.6977,-71.823,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/7/2014,10,2014,Teloganopsis deficiens,620.1-112_10_7_2014_1_First
620.1-111,14-B-121,14595,Quanduck Brook,41.721906,-71.836053,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,2,10/7/2014,10,2014,Teloganopsis deficiens,620.1-111_10_7_2014_1_First
